,Player,Weighted Rank,Rank,Trend,Pos,Years,3P_Percentile,FG%_Percentile,TRB_Percentile,FT%_Percentile,AST_Percentile,STL_Percentile,BLK_Percentile,PTS_Percentile
169,Jaden McDaniels,4.841804294278386,4.637334550094967,0.8178789767336763,['PF'],2,0.6307573599240266,0.520707205603039,0.6437826448243116,0.3442099952516619,0.3879050925925926,0.5811298076923077,0.9070898622981955,0.5271055911680912
74,Danilo Gallinari,4.783982370085606,5.209896374155346,-0.5678853387596545,['PF' 'SF'],4,0.8518678707682005,0.4545786238992196,0.7120494502929539,0.9692095786384465,0.5732238825008944,0.48129442877795386,0.31179735039708345,0.7838846450747134
450,John Wall,4.776847844221253,4.742907792155492,0.06788010413152092,['PG'],3,0.5697329238786525,0.31008225010693496,0.2579066819912863,0.32821814291296203,0.8972959610702418,0.6344973731555764,0.7175999664773945,0.6733623445361961
236,Kemba Walker,4.769144073876797,5.6206376568075385,-0.8514935829307415,['PG'],5,0.8806230554539634,0.31626430675386646,0.49307154751914384,0.8669514001776729,0.8501516913612427,0.698838315410177,0.49368092042897693,0.8063321365841324
284,Mason Plumlee,4.742217790451567,4.6792725981218855,0.0629451923296824,['C'],5,0.04765600605572116,0.9507386686497146,0.8678740067060445,0.05919422286572752,0.7516461107223337,0.6412094711669832,0.8810665368291527,0.4924270104419645
373,Terance Mann,4.728791063584908,3.627791865923554,2.201998395322708,['SF' 'SG'],3,0.3855260700256669,0.7205148485793824,0.5188609381120741,0.4723886124245256,0.5399274703886622,0.38648107273602,0.3491170497702673,0.42571376719445464
192,Jeff Green,4.726687503335955,4.811837965357057,-0.08515046202110158,['PF' 'PF-C'],5,0.6201820412836614,0.7088859031650381,0.5526373430353658,0.7339314527129941,0.486310147607431,0.44200155268220465,0.663747706100461,0.6627752483544583
34,Brandon Clarke,4.712111390994743,4.769961470911523,-0.1157001598335586,['PF'],3,0.20155390094557493,0.9145017669497295,0.7850592806205162,0.2708877492042253,0.46191963364713295,0.5739004381667824,0.894076088045965,0.6303786857042867
378,Thaddeus Young,4.696337291013071,5.193052886377581,-0.49671559536450954,['PF'],5,0.4170428012521925,0.7591511995791198,0.7904690620393217,0.085296999275814,0.6909826549280231,0.9018327515011357,0.6672534499735464,0.6516240336279473
306,Naz Reid,4.6951569923849945,4.04759437504646,1.2951252346770692,['C'],3,0.46290310237283266,0.5938023956347028,0.5813873891114804,0.31857136570472105,0.29148561800643297,0.3940095298769441,0.8286036263187393,0.5165091143451594
164,Ivica Zubac,4.689806547759206,3.888067510771836,0.8017390369873696,['C'],5,0.04325002553583779,0.906023406229781,0.7671063294297653,0.47298836610978867,0.37402717765187427,0.22064107413632011,0.8053840004781325,0.49407650868506064
618,Tyreke Evans,4.655037523142107,4.9426127347262625,-1.1503008463366224,['SG' 'PG'],2,0.7149993387992595,0.30754760645331924,0.514645596403068,0.4429516001057921,0.7724808251785242,0.697004760645332,0.43435268447500663,0.7169399629727585
184,Jarred Vanderbilt,4.654088764245109,4.5088986823361825,0.5807603276357057,['PF'],2,0.07237951092117759,0.9269705603038937,0.9042586657169991,0.09553952991452992,0.4533639007597341,0.9103498931623931,0.8453317901234567,0.40597993827160495
348,Rudy Gay,4.617200861571155,4.8626665458649105,-0.2454656842937551,['PF'],5,0.6031996586074915,0.49759118855103546,0.7323291260929427,0.6575848852110868,0.4828242474270552,0.5217813338262225,0.6972502644138593,0.623846939308139
686,Zach Randolph,4.612500000000001,4.612500000000001,0.0011428394449950442,['PF'],1,0.5078947368421053,0.6434210526315789,0.7921052631578948,0.5605263157894737,0.5842105263157895,0.49736842105263157,0.2236842105263158,0.7026315789473684
371,Talen Horton-Tucker,4.606389111467213,4.640061876780626,-0.13469106125364994,['SG'],2,0.4252952872744539,0.42381143162393164,0.4474848646723647,0.5351466049382716,0.7241111704653371,0.7983915004748339,0.6345070631528964,0.5653964862298195
51,Cedi Osman,4.602903618235842,4.181101262643696,0.4218023555921455,['SF'],5,0.7210152874548594,0.38702934595703786,0.46300609462226194,0.3072316053383053,0.6023802341183411,0.620258547678136,0.2508064881532491,0.5882520674845884
278,Malik Monk,4.596798397398631,4.008110462045314,0.5886879353533166,['SG'],5,0.7129228686980347,0.30711824028339063,0.2990706531310189,0.7384948103303427,0.5720836286599553,0.392511149769552,0.37646685941024377,0.566124388534822
